"","Label","Type","00- Reference model","01- 2015 M values","02- Lorenzen_M","03- Est M","04- Fix gr parms, est M","05- Fix gr parms","06- Est Lmin","07- Est growth CVs","08- Bio maturity","09- Fxn Mat Logistic","10- Fec=Wt","11- No rec devs","12- Est all rec devs","13- Sel all logistic"
"271",NA,"Main_RecrDev_1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0916372,NA
"272",NA,"Main_RecrDev_1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0985256,NA
"273",NA,"Main_RecrDev_1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.106352,NA
"274",NA,"Main_RecrDev_1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115143,NA
"275",NA,"Main_RecrDev_1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.124873,NA
"276",NA,"Main_RecrDev_1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13543,NA
"277",NA,"Main_RecrDev_1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146277,NA
"278",NA,"Main_RecrDev_1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.150248,NA
"279",NA,"Main_RecrDev_1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144909,NA
"280",NA,"Main_RecrDev_1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158627,NA
"281",NA,"Main_RecrDev_1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.134463,NA
"282",NA,"Main_RecrDev_1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.173402,NA
"283",NA,"Main_RecrDev_1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.239963,NA
"284",NA,"Main_RecrDev_1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.276359,NA
"285",NA,"Main_RecrDev_1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.302963,NA
"286",NA,"Main_RecrDev_1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.322787,NA
"287",NA,"Main_RecrDev_1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.325718,NA
"288",NA,"Main_RecrDev_1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.367282,NA
"289",NA,"Main_RecrDev_1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.438967,NA
"290",NA,"Main_RecrDev_1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39274,NA
"291",NA,"Main_RecrDev_1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491281,NA
"292",NA,"Main_RecrDev_1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.448308,NA
"293",NA,"Main_RecrDev_1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27964,NA
"294",NA,"Main_RecrDev_1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.276187,NA
"295",NA,"Main_RecrDev_1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.220171,NA
"296",NA,"Main_RecrDev_1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.376418,NA
"297","Derived quantities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",NA,"SB0",1490.34,1713.26,1142.15,443.862,844.893,1499.91,1416.29,1566.95,2003.09,1696.91,2732.63,1399.38,1454.15,1450.93
"299",NA,"SSB_2023",674.102,869.078,519.929,221.532,470.514,685.725,582.216,760.516,1039.5,827.965,1391.74,512.155,956.596,591.11
"300",NA,"Bratio_2023",0.452314,0.507267,0.45522,0.4991,0.556891,0.457178,0.411086,0.485347,0.518949,0.487926,0.509304,0.365986,0.657838,0.407402
"301",NA,"MSY_SPR",422.429,452.523,416.594,444.474,490.56,422.076,399.078,437.195,474.231,440.579,456.177,386.712,403.718,395.436
"302",NA,"F_SPR",0.0654958,0.0677794,0.0591016,0.0832204,0.0761523,0.0652736,0.0641116,0.0654551,0.0765775,0.0664648,0.070887,0.0653454,0.0655145,0.0639998
